,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.mp,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
230,230,75.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.25,0.2674825191497803,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2674825191497803,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,63.0,12.0
231,231,63.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.5,0.26923078298568726,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.26923078298568726,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,63.0,9.0
232,232,65.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.5,0.26923078298568726,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.26923078298568726,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,63.0,9.0
233,233,72.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.5,0.26923078298568726,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.26923078298568726,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,63.0,9.0
234,234,63.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.75,0.27097901701927185,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.27097901701927185,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,63.0,6.0
235,235,65.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.75,0.27097901701927185,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.27097901701927185,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,63.0,6.0
236,236,69.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.75,0.27097901701927185,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.27097901701927185,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,63.0,6.0
237,237,60.0,3.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.27272728085517883,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.27272728085517883,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
238,238,63.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.25,0.2744755148887634,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2744755148887634,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,63.0,6.0
239,239,65.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.25,0.2744755148887634,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2744755148887634,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,63.0,6.0
240,240,69.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.25,0.2744755148887634,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.2744755148887634,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,63.0,6.0
241,241,63.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.5,0.2762237787246704,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2762237787246704,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,63.0,9.0
242,242,65.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.5,0.2762237787246704,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2762237787246704,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,63.0,9.0
243,243,72.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.5,0.2762237787246704,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.2762237787246704,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,63.0,9.0
244,244,63.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.75,0.2779720425605774,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.2779720425605774,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,63.0,12.0
245,245,65.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.75,0.2779720425605774,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.2779720425605774,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,63.0,12.0
246,246,75.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.75,0.2779720425605774,0.5905511811023622,0.348750697501395,0.20595513631972145,0.2779720425605774,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,63.0,12.0
247,247,58.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.279720276594162,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.279720276594162,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,58.0,21.0
248,248,79.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,0.279720276594162,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.279720276594162,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,58.0,21.0
249,249,62.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.25,0.28146854043006897,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.28146854043006897,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,62.0,15.0
250,250,65.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.25,0.28146854043006897,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.28146854043006897,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,62.0,15.0
251,251,77.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.25,0.28146854043006897,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.28146854043006897,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,62.0,15.0
252,252,62.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.5,0.28321677446365356,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.28321677446365356,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,62.0,12.0
253,253,65.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.5,0.28321677446365356,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.28321677446365356,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,62.0,12.0
254,254,74.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.5,0.28321677446365356,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.28321677446365356,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,62.0,12.0
255,255,62.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.75,0.28496503829956055,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.28496503829956055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,62.0,8.0
256,256,65.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.75,0.28496503829956055,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.28496503829956055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,62.0,8.0
257,257,70.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.75,0.28496503829956055,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.28496503829956055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,62.0,8.0
258,258,46.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.28671327233314514,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.28671327233314514,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
259,259,50.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.25,0.2884615361690521,0.3937007874015748,0.15500031000062,0.06102374409473228,0.2884615361690521,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,50.0,27.0
260,260,77.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.25,0.2884615361690521,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2884615361690521,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,50.0,27.0
261,261,48.0,1.5,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.5,0.2902098000049591,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.2902098000049591,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,48.0,28.0
262,262,76.0,1.5,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.5,0.2902098000049591,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.2902098000049591,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,48.0,28.0
263,263,77.0,1.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.625,0.2910839021205902,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2910839021205902,0.875,1.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
264,264,51.0,1.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.75,0.2919580340385437,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.2919580340385437,1.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,51.0,30.0
265,265,81.0,1.75,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.75,0.2919580340385437,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.2919580340385437,1.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,51.0,30.0
266,266,77.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.875,0.2928321659564972,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2928321659564972,1.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
267,267,50.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.2937062978744507,0.3937007874015748,0.15500031000062,0.06102374409473228,0.2937062978744507,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,82.0,50.0,32.0
268,268,82.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.2937062978744507,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.2937062978744507,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,50.0,32.0
269,269,53.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.25,0.2954545319080353,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.2954545319080353,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,53.0,24.0
270,270,77.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.25,0.2954545319080353,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.2954545319080353,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,53.0,24.0
271,271,58.0,2.5,0.25,4,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,0.29720279574394226,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.29720279574394226,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,58.0,19.0
272,272,77.0,2.5,0.75,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.5,0.29720279574394226,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.29720279574394226,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,58.0,19.0
273,273,62.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.75,0.29895105957984924,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.29895105957984924,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
274,274,50.0,3.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.30069929361343384,0.3937007874015748,0.15500031000062,0.06102374409473228,0.30069929361343384,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
275,275,53.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.25,0.3024475574493408,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.3024475574493408,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,53.0,21.0
276,276,74.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.25,0.3024475574493408,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3024475574493408,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,53.0,21.0
277,277,58.0,3.5,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.5,0.3041957914829254,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.3041957914829254,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,58.0,19.0
278,278,77.0,3.5,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.5,0.3041957914829254,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.3041957914829254,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,58.0,19.0
279,279,74.0,3.625,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.625,0.3050699234008789,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3050699234008789,1.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
280,280,62.0,3.75,0.25,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.75,0.3059440553188324,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3059440553188324,1.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,62.0,15.0
281,281,77.0,3.75,0.125,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.75,0.3059440553188324,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.3059440553188324,1.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,62.0,15.0
282,282,74.0,3.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.875,0.3068181872367859,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3068181872367859,1.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
283,283,51.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.3076923191547394,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.3076923191547394,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,51.0,28.0
284,284,79.0,0.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.3076923191547394,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.3076923191547394,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,51.0,28.0
285,285,55.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.25,0.309440553188324,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.309440553188324,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,55.0,20.0
286,286,75.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.25,0.309440553188324,0.5905511811023622,0.348750697501395,0.20595513631972145,0.309440553188324,0.75,1.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,55.0,20.0
287,287,60.0,0.5,0.25,4,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.5,0.31118881702423096,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.31118881702423096,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
288,288,75.0,0.5,0.75,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.5,0.31118881702423096,0.5905511811023622,0.348750697501395,0.20595513631972145,0.31118881702423096,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
