,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.fp,loudness_direction_basis.f,loudness_direction_basis.sf,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1205,1205,62.0,0.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.3333282470703,0.5516795516014099,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5516795516014099,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,62.0,1.0
1206,1206,63.0,0.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.3333282470703,0.5516795516014099,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5516795516014099,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,62.0,1.0
1207,1207,36.0,0.5,0.5,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.5,0.5523256063461304,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.5523256063461304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,36.0,27.0
1208,1208,62.0,0.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.5,0.5523256063461304,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5523256063461304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,36.0,27.0
1209,1209,63.0,0.5,0.16666667,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.5,0.5523256063461304,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5523256063461304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,63.0,36.0,27.0
1210,1210,62.0,0.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.6666717529297,0.552971601486206,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.552971601486206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,62.0,1.0
1211,1211,63.0,0.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.6666717529297,0.552971601486206,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.552971601486206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,62.0,1.0
1212,1212,62.0,0.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.8333282470703,0.553617537021637,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.553617537021637,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,62.0,1.0
1213,1213,63.0,0.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.8333282470703,0.553617537021637,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.553617537021637,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,62.0,1.0
1214,1214,60.0,1.0,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,0.5542635917663574,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5542635917663574,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1215,1215,63.0,1.0,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.0,0.5542635917663574,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5542635917663574,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1216,1216,75.0,1.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.1666717529297,0.5549095869064331,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5549095869064331,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1217,1217,60.0,1.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.3333282470703,0.555555522441864,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.555555522441864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1218,1218,63.0,1.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.3333282470703,0.555555522441864,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.555555522441864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1219,1219,48.0,1.5,0.5,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.5,0.5562015771865845,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.5562015771865845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,48.0,15.0
1220,1220,60.0,1.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.5,0.5562015771865845,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5562015771865845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,48.0,15.0
1221,1221,63.0,1.5,0.16666667,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.5,0.5562015771865845,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5562015771865845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,63.0,48.0,15.0
1222,1222,60.0,1.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.6666717529297,0.5568475723266602,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5568475723266602,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1223,1223,63.0,1.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.6666717529297,0.5568475723266602,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5568475723266602,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1224,1224,60.0,1.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.8333282470703,0.5574935078620911,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5574935078620911,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1225,1225,63.0,1.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,142.8333282470703,0.5574935078620911,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5574935078620911,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1226,1226,45.0,2.0,0.75,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0,0.5581395626068115,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.5581395626068115,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,45.0,18.0
1227,1227,60.0,2.0,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0,0.5581395626068115,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5581395626068115,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,45.0,18.0
1228,1228,63.0,2.0,0.16666667,3,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0,0.5581395626068115,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5581395626068115,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,63.0,45.0,18.0
1229,1229,75.0,2.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.1666717529297,0.5587855577468872,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5587855577468872,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1230,1230,60.0,2.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.3333282470703,0.5594314932823181,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5594314932823181,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1231,1231,63.0,2.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.3333282470703,0.5594314932823181,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5594314932823181,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1232,1232,60.0,2.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.5,0.5600775480270386,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5600775480270386,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1233,1233,63.0,2.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.5,0.5600775480270386,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5600775480270386,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1234,1234,60.0,2.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.6666717529297,0.5607235431671143,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5607235431671143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1235,1235,63.0,2.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.6666717529297,0.5607235431671143,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5607235431671143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1236,1236,43.0,2.75,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.75,0.5610465407371521,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.5610465407371521,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0
1237,1237,60.0,2.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.8333282470703,0.5613694787025452,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5613694787025452,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,60.0,3.0
1238,1238,63.0,2.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.8333282470703,0.5613694787025452,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5613694787025452,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
1239,1239,45.0,2.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,143.875,0.5615310072898865,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.5615310072898865,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0
1240,1240,42.0,0.0,0.75,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.5620155334472656,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.5620155334472656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,62.0,42.0,20.0
1241,1241,60.0,0.0,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.5620155334472656,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5620155334472656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,62.0,42.0,20.0
1242,1242,62.0,0.0,0.16666667,3,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.5620155334472656,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5620155334472656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,62.0,42.0,20.0
1243,1243,74.0,0.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.1666717529297,0.5626615285873413,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5626615285873413,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1244,1244,60.0,0.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.3333282470703,0.5633074641227722,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5633074641227722,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1245,1245,62.0,0.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.3333282470703,0.5633074641227722,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5633074641227722,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
1246,1246,60.0,0.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.5,0.5639534592628479,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5639534592628479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1247,1247,62.0,0.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.5,0.5639534592628479,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5639534592628479,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
1248,1248,60.0,0.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.6666717529297,0.5645995140075684,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5645995140075684,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1249,1249,62.0,0.6666717529296875,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.6666717529297,0.5645995140075684,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5645995140075684,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
1250,1250,60.0,0.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.8333282470703,0.5652454495429993,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5652454495429993,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1251,1251,62.0,0.8333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.8333282470703,0.5652454495429993,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5652454495429993,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
1252,1252,42.0,0.875,0.125,3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.875,0.5654069781303406,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.5654069781303406,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0
1253,1253,42.0,1.0,0.75,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,0.565891444683075,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.565891444683075,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,62.0,42.0,20.0
1254,1254,60.0,1.0,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,0.565891444683075,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.565891444683075,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,62.0,42.0,20.0
1255,1255,62.0,1.0,0.16666667,3,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,0.565891444683075,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.565891444683075,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,62.0,42.0,20.0
1256,1256,74.0,1.1666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.1666717529297,0.5665374994277954,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5665374994277954,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1257,1257,60.0,1.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.3333282470703,0.5671834349632263,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5671834349632263,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1258,1258,62.0,1.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.3333282470703,0.5671834349632263,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5671834349632263,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
1259,1259,60.0,1.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.5,0.567829430103302,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.567829430103302,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,60.0,2.0
1260,1260,62.0,1.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.5,0.567829430103302,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.567829430103302,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,60.0,2.0
