,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.fp,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1177,1177,71.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.5,0.3462686538696289,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3462686538696289,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,74.0,35.0,39.0
1178,1178,74.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.5,0.3462686538696289,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3462686538696289,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,74.0,35.0,39.0
1179,1179,67.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.3472636938095093,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3472636938095093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,77.0,67.0,10.0
1180,1180,71.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.3472636938095093,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3472636938095093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,77.0,67.0,10.0
1181,1181,74.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.3472636938095093,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3472636938095093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,77.0,67.0,10.0
1182,1182,77.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.3472636938095093,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.3472636938095093,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,77.0,67.0,10.0
1183,1183,38.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.5,0.34825870394706726,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.34825870394706726,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,38.0,12.0
1184,1184,50.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.5,0.34825870394706726,0.3937007874015748,0.15500031000062,0.06102374409473228,0.34825870394706726,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,38.0,12.0
1185,1185,35.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.0,0.34925374388694763,0.2755905511811024,0.0759501519003038,0.020931144224493173,0.34925374388694763,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,35.0,12.0
1186,1186,47.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.0,0.34925374388694763,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.34925374388694763,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,47.0,35.0,12.0
1187,1187,31.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.2440944881889764,0.05958211916423833,0.014543666882609356,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,31.0,46.0
1188,1188,43.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,77.0,31.0,46.0
1189,1189,67.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,77.0,31.0,46.0
1190,1190,71.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,77.0,31.0,46.0
1191,1191,74.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,77.0,31.0,46.0
1192,1192,77.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5,0.3502487540245056,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.3502487540245056,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,77.0,31.0,46.0
1193,1193,43.0,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,83.0,43.0,40.0
1194,1194,55.0,0.0,1.0,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,83.0,43.0,40.0
1195,1195,74.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,83.0,43.0,40.0
1196,1196,77.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,83.0,43.0,40.0
1197,1197,79.0,0.0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,83.0,43.0,40.0
1198,1198,83.0,0.0,0.5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,0.351243793964386,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.351243793964386,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,83.0,43.0,40.0
1199,1199,77.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,176.5,0.35223880410194397,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.35223880410194397,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1200,1200,74.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.0,0.35323384404182434,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.35323384404182434,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1201,1201,55.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.5,0.3542288541793823,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.3542288541793823,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,71.0,55.0,16.0
1202,1202,59.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.5,0.3542288541793823,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.3542288541793823,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,71.0,55.0,16.0
1203,1203,62.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.5,0.3542288541793823,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3542288541793823,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,71.0,55.0,16.0
1204,1204,71.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,177.5,0.3542288541793823,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.3542288541793823,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,71.0,55.0,16.0
1205,1205,55.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178.0,0.3552238941192627,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.3552238941192627,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,62.0,55.0,7.0
1206,1206,59.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178.0,0.3552238941192627,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.3552238941192627,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,62.0,55.0,7.0
1207,1207,62.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178.0,0.3552238941192627,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3552238941192627,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,62.0,55.0,7.0
1208,1208,83.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,178.5,0.3562189042568207,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.3562189042568207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
1209,1209,77.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,0.35721394419670105,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.35721394419670105,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1210,1210,55.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.5,0.35820895433425903,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.35820895433425903,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,55.0,19.0
1211,1211,59.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.5,0.35820895433425903,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.35820895433425903,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,55.0,19.0
1212,1212,62.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.5,0.35820895433425903,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.35820895433425903,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,55.0,19.0
1213,1213,74.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.5,0.35820895433425903,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.35820895433425903,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,55.0,19.0
1214,1214,55.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.0,0.3592039942741394,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.3592039942741394,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,62.0,55.0,7.0
1215,1215,59.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.0,0.3592039942741394,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.3592039942741394,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,62.0,55.0,7.0
1216,1216,62.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.0,0.3592039942741394,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3592039942741394,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,62.0,55.0,7.0
1217,1217,89.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,180.5,0.3601990044116974,0.7007874015748031,0.49110298220596443,0.34415878280575457,0.3601990044116974,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,0.0
1218,1218,86.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.0,0.36119404435157776,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.36119404435157776,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1219,1219,55.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.5,0.36218905448913574,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.36218905448913574,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,83.0,55.0,28.0
1220,1220,59.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.5,0.36218905448913574,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.36218905448913574,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,83.0,55.0,28.0
1221,1221,62.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.5,0.36218905448913574,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.36218905448913574,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,83.0,55.0,28.0
1222,1222,83.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,181.5,0.36218905448913574,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.36218905448913574,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,83.0,55.0,28.0
1223,1223,55.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182.0,0.3631840944290161,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.3631840944290161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,65.0,55.0,10.0
1224,1224,59.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182.0,0.3631840944290161,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.3631840944290161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,65.0,55.0,10.0
1225,1225,62.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182.0,0.3631840944290161,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.3631840944290161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,65.0,55.0,10.0
1226,1226,65.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182.0,0.3631840944290161,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.3631840944290161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,65.0,55.0,10.0
1227,1227,86.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,182.5,0.3641791045665741,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.3641791045665741,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1228,1228,83.0,1.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0,0.3651741147041321,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.3651741147041321,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
1229,1229,79.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,183.5,0.36616915464401245,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.36616915464401245,0.6666666666666666,0.33333333333333337,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1230,1230,60.0,0.0,0.25,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0.36716416478157043,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.36716416478157043,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
1231,1231,76.0,0.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0.36716416478157043,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.36716416478157043,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
1232,1232,77.0,0.0,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,184.0,0.36716416478157043,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.36716416478157043,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
1233,1233,64.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.25,0.3676616847515106,0.5039370078740157,0.25395250790501583,0.127976066975756,0.3676616847515106,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
1234,1234,67.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.5,0.3681592047214508,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.3681592047214508,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,67.0,7.0
